shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence
4,-73.872696,40.566145,1
4,-73.871400,40.566580,2
4,-73.869750,40.567150,3
4,-73.868350,40.567620,4
4,-73.867790,40.567840,5
4,-73.867120,40.568100,6
4,-73.865330,40.568800,7
4,-73.864070,40.569310,8
4,-73.863280,40.569630,9
4,-73.862490,40.569950,10
4,-73.862380,40.569990,11
4,-73.861600,40.570330,12
4,-73.860800,40.570650,13
4,-73.860010,40.570980,14
4,-73.859210,40.571300,15
4,-73.858420,40.571630,16
4,-73.858320,40.571670,17
4,-73.857530,40.572000,18
4,-73.856730,40.572320,19
4,-73.855940,40.572660,20
4,-73.855140,40.572980,21
4,-73.854350,40.573300,22
4,-73.853560,40.573640,23
4,-73.852740,40.573960,24
4,-73.851960,40.574290,25
4,-73.851170,40.574610,26
4,-73.850360,40.574940,27
4,-73.849580,40.575260,28
4,-73.848790,40.575580,29
4,-73.847980,40.575920,30
4,-73.847140,40.576270,31
4,-73.846310,40.576600,32
4,-73.846210,40.576650,33
4,-73.845510,40.576980,34
4,-73.844700,40.577310,35
4,-73.843880,40.577590,36
4,-73.843060,40.577880,37
4,-73.842220,40.578140,38
4,-73.841390,40.578410,39
4,-73.840570,40.578690,40
4,-73.839750,40.578960,41
4,-73.838930,40.579240,42
4,-73.838100,40.579510,43
4,-73.837280,40.579790,44
4,-73.837130,40.579840,45
4,-73.836720,40.579960,46
4,-73.836280,40.580100,47
4,-73.835430,40.580320,48
4,-73.834580,40.580550,49
4,-73.833730,40.580790,50
4,-73.832950,40.581010,51
4,-73.832880,40.581030,52
4,-73.832780,40.581050,53
4,-73.832450,40.581130,54
4,-73.832030,40.581250,55
4,-73.831930,40.581280,56
4,-73.830880,40.581570,57
4,-73.830770,40.581600,58
4,-73.830110,40.581791,59
4,-73.829910,40.581850,60
4,-73.830230,40.582590,61
4,-73.830680,40.583470,62
4,-73.830910,40.583900,63
4,-73.830950,40.583980,64
4,-73.831180,40.583930,65
4,-73.831730,40.583784,66
7,-73.831271,40.584164,1
7,-73.836088,40.584060,2
7,-73.841275,40.584026,3
7,-73.852442,40.583656,4
7,-73.854829,40.583216,5
7,-73.857393,40.582270,6
7,-73.861165,40.580554,7
7,-73.867578,40.577944,8
7,-73.872139,40.576854,9
7,-73.884453,40.573922,10
7,-73.893169,40.572407,11
7,-73.904571,40.569980,12
7,-73.916883,40.566968,13
7,-73.925850,40.564361,14
7,-73.929926,40.563307,15
7,-73.934058,40.562777,16
7,-73.939040,40.562824,17
7,-73.948213,40.563561,18
7,-73.957752,40.564748,19
7,-73.971489,40.566358,20
7,-73.980729,40.565812,21
7,-73.988773,40.566021,22
7,-74.000286,40.567960,23
7,-74.006520,40.568942,24
7,-74.010761,40.569916,25
7,-74.014209,40.571927,26
7,-74.017085,40.575490,27
7,-74.024098,40.583308,28
7,-74.028538,40.588971,29
7,-74.033195,40.596223,30
7,-74.038959,40.605163,31
7,-74.041960,40.612173,32
7,-74.043721,40.618505,33
7,-74.044265,40.621926,34
7,-74.044306,40.626962,35
7,-74.043524,40.631565,36
7,-74.042660,40.635314,37
7,-74.042044,40.637307,38
7,-74.041043,40.639159,39
7,-74.039454,40.641119,40
7,-74.038306,40.642594,41
7,-74.036342,40.644463,42
7,-74.034393,40.646010,43
7,-74.031467,40.646913,44
7,-74.025664,40.646237,45
7,-74.028753,40.650586,46
7,-74.025453,40.656045,47
7,-74.023535,40.660387,48
7,-74.022420,40.666055,49
7,-74.022257,40.672397,50
7,-74.021927,40.677032,51
7,-74.021505,40.678334,52
7,-74.019526,40.680796,53
7,-74.015440,40.684568,54
7,-74.012290,40.687795,55
7,-74.010390,40.690153,56
7,-74.006031,40.698352,57
7,-74.004233,40.700243,58
7,-74.003959,40.701799,59
7,-74.006025,40.703624,60
8,-74.006071,40.703683,1
8,-74.003922,40.701791,2
8,-74.004188,40.700215,3
8,-74.006007,40.698349,4
8,-74.010232,40.690066,5
8,-74.019561,40.680798,6
8,-74.021249,40.678667,7
8,-74.021872,40.677126,8
8,-74.022368,40.666074,9
8,-74.023439,40.660397,10
8,-74.025251,40.656131,11
8,-74.028724,40.650525,12
8,-74.026305,40.645904,13
8,-74.031354,40.646906,14
8,-74.034479,40.645946,15
8,-74.038373,40.642601,16
8,-74.041254,40.639116,17
8,-74.044386,40.627640,18
8,-74.044666,40.621731,19
8,-74.042614,40.613028,20
8,-74.040468,40.607807,21
8,-74.037388,40.602376,22
8,-74.028476,40.589152,23
8,-74.020888,40.579963,24
8,-74.014268,40.572003,25
8,-74.010739,40.569817,26
8,-74.006474,40.568682,27
8,-73.988682,40.565954,28
8,-73.980590,40.565720,29
8,-73.971355,40.566106,30
8,-73.948083,40.563445,31
8,-73.939251,40.562744,32
8,-73.933852,40.562603,33
8,-73.929294,40.563262,34
8,-73.884949,40.573716,35
8,-73.867578,40.577870,36
8,-73.855540,40.582908,37
8,-73.850421,40.583650,38
8,-73.831224,40.584166,39
9,-74.006172,40.703064,1
9,-74.005674,40.703485,2
9,-74.000768,40.702655,3
9,-73.995785,40.703523,4
9,-73.993389,40.705562,5
9,-73.975241,40.709227,6
9,-73.970245,40.708577,7
9,-73.971855,40.712771,8
9,-73.967867,40.720738,9
9,-73.964980,40.720891,10
9,-73.966260,40.723986,11
9,-73.963611,40.731428,12
9,-73.965262,40.734396,13
9,-73.965165,40.738551,14
9,-73.961383,40.741858,15
9,-73.970570,40.744072,16
9,-73.970837,40.743669,17
12,-73.970205,40.744423,1
12,-73.970737,40.743856,2
12,-73.961386,40.741857,3
12,-73.965241,40.738571,4
12,-73.965304,40.734483,5
12,-73.963677,40.731468,6
12,-73.966524,40.724141,7
12,-73.964979,40.720902,8
12,-73.967723,40.720736,9
12,-73.971905,40.712865,10
12,-73.970255,40.708578,11
12,-73.975197,40.709187,12
12,-73.993362,40.705569,13
12,-73.995810,40.703524,14
12,-74.000718,40.702701,15
12,-74.005664,40.703553,16
12,-74.006136,40.703202,17
17,-74.006183,40.702948,1
17,-74.005352,40.703453,2
17,-74.000934,40.702962,3
17,-73.995198,40.703602,4
17,-73.995152,40.703058,5
17,-73.998138,40.702727,6
17,-74.002453,40.697178,7
17,-74.003761,40.694120,8
17,-74.002001,40.692051,9
17,-74.006422,40.692031,10
17,-74.011448,40.684607,11
17,-74.011030,40.682993,12
17,-74.013362,40.680877,13
17,-74.013990,40.681270,14
17,-74.011598,40.683144,15
17,-74.012579,40.683882,16
17,-74.018910,40.681596,17
17,-74.023512,40.676310,18
17,-74.022937,40.662859,19
17,-74.029667,40.650101,20
17,-74.026127,40.645806,21
17,-74.032605,40.647393,22
17,-74.038231,40.641678,23
17,-74.038153,40.639584,24
18,-74.038147,40.639523,1
18,-74.038170,40.641845,2
18,-74.032636,40.647381,3
18,-74.025840,40.646245,4
18,-74.029559,40.650106,5
18,-74.022918,40.662899,6
18,-74.023561,40.676342,7
18,-74.018910,40.681564,8
18,-74.012564,40.683844,9
18,-74.011625,40.683130,10
18,-74.013337,40.680878,11
18,-74.012824,40.680537,12
18,-74.010970,40.682867,13
18,-74.011448,40.684610,14
18,-74.006367,40.691976,15
18,-74.001753,40.692511,16
18,-74.003726,40.694018,17
18,-74.002344,40.697176,18
18,-73.997924,40.702725,19
18,-73.995256,40.703731,20
18,-73.995583,40.704103,21
18,-74.000919,40.702961,22
18,-74.005349,40.703456,23
18,-74.006164,40.702944,24
27,-73.882633,40.567323,1
27,-73.882460,40.567020,2
27,-73.882090,40.566390,3
27,-73.881970,40.566570,4
27,-73.881882,40.566688,5
27,-73.881760,40.566850,6
27,-73.881680,40.566920,7
27,-73.881530,40.567020,8
27,-73.881370,40.567090,9
27,-73.881170,40.567130,10
27,-73.880790,40.567140,11
27,-73.880420,40.567100,12
27,-73.880140,40.567120,13
27,-73.879880,40.567160,14
27,-73.879700,40.567210,15
27,-73.879340,40.567410,16
27,-73.879040,40.567530,17
27,-73.878700,40.567680,18
27,-73.878360,40.567820,19
27,-73.877450,40.568230,20
27,-73.876630,40.568620,21
27,-73.874710,40.569540,22
27,-73.874560,40.569610,23
27,-73.872130,40.570770,24
27,-73.871730,40.570940,25
27,-73.871410,40.571040,26
27,-73.871030,40.571100,27
27,-73.870490,40.571120,28
27,-73.870330,40.571120,29
27,-73.869790,40.571000,30
27,-73.869520,40.570920,31
27,-73.869250,40.570800,32
27,-73.868970,40.570640,33
27,-73.868790,40.570520,34
27,-73.868530,40.570210,35
27,-73.868340,40.569920,36
27,-73.868180,40.569620,37
27,-73.868120,40.569400,38
27,-73.868120,40.568930,39
27,-73.868150,40.568830,40
27,-73.868160,40.568740,41
27,-73.868270,40.568520,42
27,-73.868590,40.568100,43
27,-73.868760,40.567930,44
27,-73.869050,40.567730,45
27,-73.869400,40.567560,46
27,-73.869860,40.567420,47
27,-73.871490,40.566870,48
27,-73.871860,40.566740,49
27,-73.872250,40.566600,50
27,-73.872810,40.566400,51
27,-73.873000,40.566360,52
27,-73.873110,40.566300,53
27,-73.873140,40.566190,54
27,-73.873115,40.566164,55
27,-73.873140,40.566190,56
27,-73.873050,40.566100,57
27,-73.872890,40.566080,58
27,-73.869750,40.567150,59
27,-73.868350,40.567620,60
27,-73.867790,40.567840,61
27,-73.867120,40.568100,62
27,-73.865330,40.568800,63
27,-73.864070,40.569310,64
27,-73.863280,40.569630,65
27,-73.862490,40.569950,66
27,-73.862380,40.569990,67
27,-73.861600,40.570330,68
27,-73.860800,40.570650,69
27,-73.860010,40.570980,70
27,-73.859210,40.571300,71
27,-73.858420,40.571630,72
27,-73.858320,40.571670,73
27,-73.857530,40.572000,74
27,-73.856730,40.572320,75
27,-73.855940,40.572660,76
27,-73.855140,40.572980,77
27,-73.854350,40.573300,78
27,-73.853560,40.573640,79
27,-73.852740,40.573960,80
27,-73.851960,40.574290,81
27,-73.851170,40.574610,82
27,-73.850360,40.574940,83
27,-73.849580,40.575260,84
27,-73.848790,40.575580,85
27,-73.847980,40.575920,86
27,-73.847140,40.576270,87
27,-73.846310,40.576600,88
27,-73.846210,40.576650,89
27,-73.845510,40.576980,90
27,-73.844700,40.577310,91
27,-73.843880,40.577590,92
27,-73.843060,40.577880,93
27,-73.842220,40.578140,94
27,-73.841390,40.578410,95
27,-73.840570,40.578690,96
27,-73.839750,40.578960,97
27,-73.838930,40.579240,98
27,-73.838100,40.579510,99
27,-73.837280,40.579790,100
27,-73.837130,40.579840,101
27,-73.836720,40.579960,102
27,-73.836280,40.580100,103
27,-73.835430,40.580320,104
27,-73.834580,40.580550,105
27,-73.833730,40.580790,106
27,-73.832950,40.581010,107
27,-73.832880,40.581030,108
27,-73.832780,40.581050,109
27,-73.832450,40.581130,110
27,-73.832030,40.581250,111
27,-73.831930,40.581280,112
27,-73.830880,40.581570,113
27,-73.830770,40.581600,114
27,-73.830110,40.581791,115
27,-73.829910,40.581850,116
27,-73.830230,40.582590,117
27,-73.830680,40.583470,118
27,-73.830950,40.583980,119
27,-73.831180,40.583930,120
27,-73.831730,40.583784,121
36,-73.971809,40.743556,1
36,-73.971610,40.743850,2
36,-73.971540,40.743960,3
36,-73.971420,40.744060,4
36,-73.971151,40.744345,5
36,-73.971050,40.744450,6
36,-73.971000,40.744500,7
36,-73.971360,40.744560,8
36,-73.971920,40.744790,9
36,-73.972260,40.744940,10
36,-73.972580,40.745070,11
36,-73.973030,40.744450,12
36,-73.973210,40.744190,13
36,-73.973510,40.743780,14
36,-73.974470,40.744180,15
36,-73.975230,40.744510,16
36,-73.975900,40.744790,17
36,-73.977360,40.745400,18
36,-73.978110,40.745730,19
36,-73.978970,40.746090,20
36,-73.979240,40.746200,21
36,-73.979720,40.746400,22
36,-73.980110,40.746560,23
36,-73.980930,40.746900,24
36,-73.981135,40.746989,25
36,-73.981250,40.747040,26
36,-73.981340,40.747080,27
36,-73.981430,40.747110,28
36,-73.982130,40.747410,29
36,-73.982360,40.747510,30
36,-73.982960,40.747770,31
36,-73.982470,40.748430,32
36,-73.982020,40.749050,33
36,-73.981570,40.749670,34
36,-73.981464,40.749817,35
36,-73.981120,40.750280,36
36,-73.980670,40.750910,37
36,-73.980220,40.751520,38
36,-73.979770,40.752140,39
36,-73.979270,40.752830,40
36,-73.978780,40.753480,41
36,-73.978330,40.754100,42
36,-73.977870,40.754730,43
36,-73.977420,40.755350,44
36,-73.976960,40.755980,45
36,-73.976500,40.756600,46
36,-73.975580,40.756220,47
36,-73.974940,40.755950,48
36,-73.974780,40.755880,49
36,-73.974430,40.755730,50
36,-73.974010,40.755550,51
36,-73.973750,40.755440,52
36,-73.973270,40.755240,53
36,-73.973730,40.754620,54
36,-73.974080,40.754140,55
36,-73.974190,40.753990,56
36,-73.974420,40.753670,57
36,-73.974650,40.753370,58
36,-73.975100,40.752740,59
36,-73.975350,40.752400,60
36,-73.975420,40.752310,61
36,-73.975560,40.752120,62
36,-73.975810,40.751770,63
36,-73.975890,40.751660,64
36,-73.976020,40.751470,65
36,-73.976540,40.750780,66
36,-73.976990,40.750150,67
36,-73.977430,40.749540,68
36,-73.977890,40.748920,69
36,-73.978340,40.748300,70
36,-73.978790,40.747680,71
36,-73.979183,40.747147,72
36,-73.979240,40.747070,73
36,-73.979720,40.746400,74
36,-73.979240,40.746200,75
36,-73.978970,40.746090,76
36,-73.978793,40.746015,77
36,-73.978110,40.745730,78
36,-73.977360,40.745400,79
36,-73.975900,40.744790,80
36,-73.975230,40.744510,81
36,-73.974470,40.744180,82
36,-73.973510,40.743780,83
36,-73.973010,40.743570,84
36,-73.972730,40.743460,85
36,-73.972210,40.743240,86
36,-73.972160,40.743230,87
36,-73.972110,40.743210,88
36,-73.972060,40.743190,89
36,-73.971840,40.743510,90
36,-73.971681,40.743745,91
37,-73.831450,40.583856,1
37,-73.833440,40.583330,2
37,-73.834590,40.582960,3
37,-73.834210,40.582400,4
37,-73.833980,40.582140,5
37,-73.833790,40.582010,6
37,-73.833430,40.581880,7
37,-73.833240,40.581870,8
37,-73.832940,40.581890,9
37,-73.831530,40.582210,10
37,-73.830230,40.582590,11
37,-73.829910,40.581850,12
37,-73.829590,40.581950,13
37,-73.829160,40.582080,14
37,-73.827660,40.582550,15
37,-73.826070,40.583010,16
37,-73.823070,40.583900,17
37,-73.822580,40.583150,18
37,-73.821720,40.583570,19
37,-73.821100,40.583860,20
37,-73.820340,40.584220,21
37,-73.819570,40.584590,22
37,-73.818800,40.584950,23
37,-73.818050,40.585310,24
37,-73.817280,40.585660,25
37,-73.817170,40.585710,26
37,-73.816700,40.585930,27
37,-73.816560,40.586000,28
37,-73.815440,40.586460,29
37,-73.814650,40.586780,30
37,-73.813850,40.587120,31
37,-73.813050,40.587350,32
37,-73.812450,40.587410,33
